Name,Cuisine,French,English,Italian,Chinese,Arabic,Czech,Danish,Dutch,German,Greek,Hebrew,Hungarian,Indonesian,Japanese,Korean,Norwegian,Polish,Portuguese,Russian,Serbian,Slovak,Spanish,Swedish,Thai,Turkish,Vietnamese
Maloka Alma Brasileira, Brazilian,327.0,205.0,11.0,30.0,0.0,0.0,1.0,4.0,22.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,20.0,10.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0
Comptoir Gourmet, Italian,260.0,135.0,24.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,2.0,0.0,0.0,19.0,4.0,0.0,0.0,0.0
La Pause Libanaise, Lebanese,164.0,62.0,6.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Little Breizh, Vegetarian Friendly,178.0,410.0,116.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0
Canard & Champagne, French,274.0,133.0,33.0,29.0,0.0,0.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,11.0,4.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0
Cuisine et Dependances, French,228.0,67.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0
Le Louis, French,312.0,285.0,36.0,53.0,0.0,0.0,5.0,5.0,12.0,0.0,3.0,0.0,0.0,2.0,1.0,4.0,2.0,18.0,8.0,0.0,0.0,10.0,6.0,0.0,4.0,0.0
Le Grand Vefour, French,335.0,347.0,20.0,44.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,22.0,14.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
Restaurant Le W, French,339.0,37.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Comptoir de la Gastronomie, French,155.0,461.0,103.0,48.0,0.0,0.0,3.0,8.0,14.0,0.0,0.0,0.0,0.0,30.0,5.0,2.0,0.0,46.0,16.0,0.0,0.0,31.0,4.0,0.0,1.0,0.0
Kraft Hot Dogs, American,221.0,71.0,15.0,6.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0
La Rughetta, Italian,244.0,108.0,14.0,0.0,0.0,0.0,5.0,11.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0
Chez Max et Nico, French,160.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Fraiche Restaurant, French,165.0,22.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Les Tantes Jeanne, French,433.0,365.0,34.0,43.0,0.0,0.0,12.0,14.0,39.0,1.0,0.0,0.0,0.0,2.0,3.0,7.0,2.0,6.0,9.0,0.0,0.0,17.0,3.0,0.0,3.0,0.0
Le Tournebievre, French,214.0,638.0,71.0,50.0,0.0,0.0,3.0,11.0,23.0,0.0,1.0,0.0,0.0,8.0,1.0,4.0,0.0,16.0,17.0,0.0,0.0,22.0,4.0,0.0,1.0,0.0
Pizza Caratello, Italian,124.0,122.0,79.0,0.0,1.0,0.0,3.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,14.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,0.0
Les Botanistes, French,110.0,220.0,3.0,26.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0
Le Relais Gascon, French,389.0,555.0,260.0,31.0,0.0,0.0,8.0,12.0,36.0,1.0,0.0,0.0,0.0,3.0,10.0,2.0,8.0,46.0,20.0,0.0,0.0,189.0,3.0,0.0,2.0,0.0
Tesoro d'Italia, Italian,301.0,89.0,36.0,8.0,2.0,0.0,1.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
Le Hide, French,197.0,669.0,63.0,49.0,0.0,1.0,4.0,12.0,35.0,1.0,0.0,0.0,0.0,20.0,3.0,4.0,0.0,14.0,2.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0
Le Cabanon de la Butte, French,85.0,85.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
Chez Arnaud, Italian,345.0,25.0,6.0,9.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0
Le Jamoncito, Latin,195.0,44.0,16.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0
Chez Marcel, French ,257.0,338.0,18.0,0.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,34.0,2.0,0.0,0.0,12.0,4.0,0.0,1.0,0.0
Le P'tit Troquet, French,142.0,546.0,72.0,44.0,0.0,0.0,7.0,12.0,10.0,0.0,0.0,0.0,0.0,13.0,4.0,3.0,0.0,10.0,6.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0
Le Boudoir, French,308.0,156.0,25.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
Le Sanglier Bleu, French,208.0,95.0,13.0,0.0,0.0,0.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0
L'Aller Retour, French,268.0,76.0,40.0,24.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
La Bonne Cecile, French,180.0,178.0,26.0,5.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0
Academie de la biere, French,268.0,106.0,11.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
la table de genevieve, French,184.0,88.0,47.0,9.0,0.0,4.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0
Baagaa, French,177.0,65.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0
Babalou, Italian,288.0,402.0,41.0,0.0,0.0,0.0,4.0,31.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,5.0,0.0,0.0,26.0,12.0,0.0,1.0,0.0
Rouge Bis, French,350.0,259.0,34.0,44.0,0.0,4.0,2.0,9.0,13.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,15.0,15.0,0.0,0.0,31.0,2.0,0.0,1.0,0.0
Jean Yves of Chef Jean-Yves' Table, French,2.0,66.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pizza Rossi, Italian,289.0,171.0,178.0,19.0,0.0,0.0,1.0,8.0,13.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,14.0,12.0,0.0,0.0,17.0,1.0,0.0,1.0,0.0
Little Cantine - Burgers & Bakery, American,291.0,140.0,21.0,25.0,0.0,0.0,1.0,7.0,9.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,8.0,3.0,0.0,0.0,26.0,2.0,0.0,1.0,0.0
Mersea, French,200.0,66.0,16.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Santa Carne, Steakhouse,239.0,117.0,59.0,5.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,2.0,0.0,0.0,19.0,1.0,0.0,1.0,0.0
A L'endroit, French,264.0,44.0,11.0,15.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Bien Eleve, French,231.0,45.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Les Bougresses, French,233.0,258.0,61.0,0.0,0.0,0.0,3.0,11.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,7.0,4.0,0.0,0.0,27.0,4.0,0.0,0.0,0.0
Le 14 Juillet, French,243.0,85.0,29.0,17.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
Le Coupe Gorge, Gastropub,287.0,84.0,23.0,4.0,0.0,0.0,1.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Bistrot de L'Oulette, French,213.0,212.0,28.0,30.0,0.0,0.0,1.0,12.0,17.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,3.0,3.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0
Sourire Tapas Francaises, French,344.0,206.0,41.0,37.0,0.0,0.0,7.0,17.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,11.0,7.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0
Blueberry, Japanese,277.0,131.0,45.0,21.0,0.0,0.0,1.0,4.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
Les petites bouchees, French,252.0,37.0,9.0,7.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Au Bourguignon du Marais, Gastropub,176.0,426.0,62.0,26.0,0.0,0.0,8.0,5.0,16.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,26.0,11.0,0.0,0.0,23.0,3.0,0.0,1.0,0.0
Les Passagers de Beyrouth, Lebanese,306.0,33.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
La Poule au Pot, Steakhouse,271.0,216.0,42.0,21.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,8.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
Le Souffle, French,205.0,1002.0,240.0,80.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,147.0,18.0,0.0,0.0,70.0,0.0,0.0,3.0,0.0
Le Saotico, Gastropub,192.0,351.0,58.0,56.0,0.0,0.0,1.0,11.0,4.0,0.0,2.0,1.0,0.0,9.0,3.0,3.0,1.0,10.0,14.0,0.0,0.0,22.0,5.0,0.0,0.0,1.0
Comme Chai Toi - Notre Dame, French,267.0,174.0,28.0,0.0,0.0,0.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,18.0,12.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0
L'Acolyte de L'Insolite, French,100.0,43.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
le petit canard, French ,125.0,260.0,69.0,34.0,0.0,0.0,5.0,6.0,10.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,15.0,5.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0
Bel Canto, French,320.0,120.0,22.0,19.0,0.0,0.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,24.0,20.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0
Bonvivant, French,320.0,161.0,24.0,31.0,0.0,0.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,17.0,1.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0
Bistrot du 1er, French,239.0,120.0,19.0,19.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,16.0,3.0,0.0,1.0,0.0
Villa Verdi, Italian,172.0,165.0,102.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,23.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Bistrot 31, Italian,319.0,51.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Le Reciproque, French,96.0,15.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Augustin Bistrot, French,353.0,79.0,15.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Auberge Nicolas Flamel, French,299.0,353.0,17.0,18.0,0.0,0.0,3.0,7.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,13.0,7.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0
La Gazette, French,287.0,238.0,25.0,27.0,0.0,0.0,1.0,8.0,15.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0
Papelli, Pizza,99.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dulcinea, Italian,249.0,141.0,30.0,0.0,0.0,2.0,2.0,5.0,10.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,13.0,10.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
Tentazioni, Italian,452.0,291.0,203.0,24.0,0.0,0.0,4.0,26.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,22.0,7.0,0.0,0.0,31.0,3.0,0.0,1.0,0.0
Bien Bien, Asian,302.0,85.0,4.0,21.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Le Chenin, French,178.0,279.0,44.0,36.0,0.0,0.0,2.0,4.0,18.0,0.0,1.0,0.0,0.0,8.0,3.0,1.0,0.0,8.0,5.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0
Frenchie, French,185.0,769.0,26.0,57.0,0.0,0.0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,21.0,2.0,0.0,0.0,14.0,2.0,0.0,1.0,0.0
Creperie de Port-Manech, French,275.0,49.0,19.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
Sorza, Italian,136.0,386.0,19.0,44.0,0.0,0.0,4.0,5.0,12.0,3.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,28.0,1.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0
Le Maharaja, Indian,218.0,123.0,8.0,0.0,0.0,0.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
L'Ebauchoir, French,369.0,156.0,28.0,21.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0
Le Ruisseau, American,273.0,20.0,8.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
Atelier Gambey, Korean,313.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
La Table d'Eugene, French,233.0,138.0,7.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
Le Petit Pontoise, French,107.0,575.0,60.0,42.0,0.0,0.0,0.0,11.0,15.0,3.0,0.0,0.0,0.0,8.0,4.0,2.0,1.0,46.0,11.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0
Le Baron Rouge, French,101.0,177.0,49.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,23.0,16.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0
Kodawari Ramen, Japanese,282.0,48.0,12.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Il Forno Di Napoli, Italian,315.0,121.0,260.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,16.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Pasco, French,227.0,557.0,111.0,58.0,0.0,0.0,3.0,9.0,30.0,1.0,0.0,0.0,0.0,11.0,10.0,2.0,0.0,24.0,15.0,0.0,0.0,24.0,8.0,0.0,1.0,0.0
Mardi Crepe Club, French,112.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Da Marcellino Montmartre, Italian,105.0,43.0,29.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Au Bon Coin, French ,266.0,147.0,21.0,5.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
La Bauhinia, French,769.0,143.0,6.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
Aux Trois Petits Cochons, Seafood,133.0,160.0,67.0,6.0,0.0,0.0,11.0,14.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,7.0,6.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0
PerBacco, Italian,46.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Les Poulettes Batignolles, French,266.0,67.0,7.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,34.0,3.0,0.0,0.0,0.0
Les Grillades de Buenos Aires, Steakhouse,299.0,67.0,27.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,7.0,4.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0
Kashmir House, Indian,400.0,334.0,53.0,0.0,1.0,0.0,0.0,16.0,32.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,7.0,6.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0
4 Pat, Italian,242.0,32.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
La Regalade Conservatoire, French,461.0,140.0,12.0,20.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
Bistrot des Campagnes, French,230.0,200.0,9.0,0.0,0.0,0.0,2.0,5.0,12.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0
Hugo, French,216.0,372.0,185.0,27.0,0.0,0.0,3.0,16.0,38.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,11.0,14.0,0.0,0.0,32.0,5.0,0.0,0.0,0.0
Les Embruns, French,280.0,78.0,30.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
Le Petit Marche, French,178.0,399.0,129.0,24.0,0.0,0.0,4.0,9.0,12.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,17.0,7.0,0.0,0.0,24.0,7.0,0.0,0.0,0.0
L'Avant Comptoir, French,209.0,382.0,20.0,44.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,25.0,2.0,1.0,0.0,36.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
A la Biche au Bois, French,260.0,369.0,67.0,36.0,0.0,0.0,4.0,5.0,9.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0
Ledoyen, French,365.0,212.0,14.0,48.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,13.0,8.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
Hank Burger, American,448.0,295.0,32.0,9.0,0.0,1.0,0.0,6.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,2.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0
L’Anthracite, French,74.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pirouette, French,449.0,318.0,17.0,35.0,0.0,0.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,20.0,8.0,1.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
L'Anvers du Decor, French,289.0,292.0,88.0,10.0,0.0,0.0,2.0,16.0,25.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,25.0,11.0,0.0,0.0,48.0,4.0,0.0,2.0,0.0
Cantina Chic, Italian,182.0,110.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0
Le Sens Unique, French,113.0,189.0,10.0,23.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
Pain Vin Fromage, French,173.0,533.0,590.0,0.0,0.0,0.0,2.0,10.0,8.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,42.0,18.0,0.0,0.0,148.0,1.0,0.0,1.0,0.0
Le Violon d'Ingres, French,561.0,331.0,11.0,28.0,0.0,0.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,13.0,5.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0
Bollynan Montorgueil, Indian,473.0,121.0,18.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
la Massara, Italian,331.0,111.0,76.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
Chez Nicos, Fast Food,61.0,111.0,91.0,21.0,0.0,0.0,1.0,1.0,6.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,11.0,2.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0
Baffo, Italian,232.0,83.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
Le Casse Noix, French,209.0,155.0,21.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
Sanukiya, Japanese,289.0,135.0,16.0,31.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,57.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
Salento, Italian,249.0,102.0,18.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,12.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Pierre Sang, Korean,678.0,169.0,12.0,23.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,8.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
Le Coq Rico, French ,301.0,354.0,20.0,0.0,0.0,0.0,3.0,6.0,8.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,13.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
